id,title,department,location,type,deadline,pdf_link
1,Field Coordinator,Data Collection,"Mombasa; Nairobi; Kitui; Kilifi",Temporary,2025-06-30,https://raw.githubusercontent.com/DarthDanAmesh/designs/main/JOB%20DESCRIPTION%20FRS.pdf

